"Name	ScopeViewControl	";;;
"File		";;;
"StartRecord	131596394892470000	5 de janeiro de 2018	15:24:49";;;
"EndRecord	131596400892470000	5 de janeiro de 2018	15:34:49";;;
;;;
;;;
"Name	IOs.Temp_Tabuleiro	Name	IOs.IO_Out_Aque_Mesa	";;;
"NetId	192.168.200.135.1.1	NetId	192.168.200.135.1.1	";;;
"Port	851	Port	851	";;;
"SampleTime[ms]	10	SampleTime[ms]	10	";;;
"SymbolBased	True	SymbolBased	True	";;;
"SymbolName	IOs.Temp_Tabuleiro	SymbolName	IOs.IO_Out_Aque_Mesa	";;;
"SymbolComment	0.01ºC	SymbolComment		";;;
"IndexGroup	61472	IndexGroup	61488	";;;
"IndexOffset	4761996	IndexOffset	4761967	";;;
"Data-Type	INT16	Data-Type	BIT	";;;
"VariableSize	2	VariableSize	1	";;;
"Offset	0	Offset	0	";;;
"ScaleFactor	0,01	ScaleFactor	10	";;;
"BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	";;;
;;;
292180;87,5;292180;10
292190;87,5;292190;10
292200;87,5;292200;10
292210;87,5;292210;10
292220;87,5;292220;10
292230;87,5;292230;10
292240;87,5;292240;10
292250;87,5;292250;10
292260;87,5;292260;10
292270;87,5;292270;10
292280;87,56;292280;10
292290;87,56;292290;10
292300;87,56;292300;10
292310;87,56;292310;10
292320;87,56;292320;10
292330;87,56;292330;10
292340;87,56;292340;10
292350;87,56;292350;10
292360;87,56;292360;10
292370;87,56;292370;10
292380;87,56;292380;10
292390;87,56;292390;10
292400;87,56;292400;10
292410;87,56;292410;10
292420;87,56;292420;10
292430;87,56;292430;10
292440;87,56;292440;10
292450;87,56;292450;10
292460;87,56;292460;10
292470;87,56;292470;10
292480;87,56;292480;10
292490;87,56;292490;10
292500;87,56;292500;10
292510;87,56;292510;10
292520;87,56;292520;10
292530;87,56;292530;10
292540;87,56;292540;10
292550;87,56;292550;10
292560;87,56;292560;10
292570;87,56;292570;10
292580;87,56;292580;10
292590;87,56;292590;10
292600;87,56;292600;10
292610;87,56;292610;10
292620;87,56;292620;10
292630;87,56;292630;10
292640;87,56;292640;10
292650;87,68;292650;10
292660;87,68;292660;10
292670;87,68;292670;10
292680;87,68;292680;10
292690;87,68;292690;10
292700;87,68;292700;10
292710;87,68;292710;10
292720;87,68;292720;10
292730;87,68;292730;10
292740;87,68;292740;10
292750;87,68;292750;10
292760;87,68;292760;10
292770;87,68;292770;10
292780;87,68;292780;10
292790;87,68;292790;10
292800;87,68;292800;10
292810;87,68;292810;10
292820;87,68;292820;10
292830;87,68;292830;10
292840;87,68;292840;10
292850;87,68;292850;10
292860;87,68;292860;10
292870;87,68;292870;10
292880;87,68;292880;10
292890;87,68;292890;10
292900;87,68;292900;10
292910;87,68;292910;10
292920;87,68;292920;10
292930;87,68;292930;10
292940;87,68;292940;10
292950;87,68;292950;10
292960;87,68;292960;10
292970;87,68;292970;10
292980;87,68;292980;10
292990;87,68;292990;10
293000;87,68;293000;10
293010;87,68;293010;10
293020;87,68;293020;10
293030;87,68;293030;10
293040;87,68;293040;10
293050;87,68;293050;10
293060;87,68;293060;10
293070;87,68;293070;10
293080;87,68;293080;10
293090;87,68;293090;10
293100;87,68;293100;10
293110;87,68;293110;10
293120;87,68;293120;10
293130;87,68;293130;10
293140;87,68;293140;10
293150;87,68;293150;10
293160;87,68;293160;10
293170;87,68;293170;10
293180;87,68;293180;10
293190;87,68;293190;10
293200;87,68;293200;10
293210;87,68;293210;10
293220;87,68;293220;10
293230;87,68;293230;10
293240;87,68;293240;10
293250;87,68;293250;10
293260;87,68;293260;10
293270;87,68;293270;10
293280;87,68;293280;10
293290;87,68;293290;10
293300;87,68;293300;10
293310;87,68;293310;10
293320;87,68;293320;10
293330;87,68;293330;10
293340;87,68;293340;10
293350;87,68;293350;10
293360;87,68;293360;10
293370;87,68;293370;10
293380;87,68;293380;10
293390;87,75;293390;10
293400;87,75;293400;10
293410;87,75;293410;10
293420;87,75;293420;10
293430;87,75;293430;10
293440;87,75;293440;10
293450;87,75;293450;10
293460;87,75;293460;10
293470;87,75;293470;10
293480;87,75;293480;10
293490;87,75;293490;10
293500;87,75;293500;10
293510;87,75;293510;10
293520;87,75;293520;10
293530;87,75;293530;10
293540;87,75;293540;10
293550;87,75;293550;10
293560;87,75;293560;10
293570;87,75;293570;10
293580;87,75;293580;10
293590;87,75;293590;10
293600;87,75;293600;10
293610;87,75;293610;10
293620;87,75;293620;10
293630;87,75;293630;10
293640;87,75;293640;10
293650;87,75;293650;10
293660;87,75;293660;10
293670;87,75;293670;10
293680;87,75;293680;10
293690;87,75;293690;10
293700;87,75;293700;10
293710;87,75;293710;10
293720;87,75;293720;10
293730;87,75;293730;10
293740;87,75;293740;10
293750;87,75;293750;10
293760;87,75;293760;10
293770;87,75;293770;10
293780;87,75;293780;10
293790;87,75;293790;10
293800;87,75;293800;10
293810;87,75;293810;10
293820;87,75;293820;10
293830;87,75;293830;10
293840;87,75;293840;10
293850;87,75;293850;10
293860;87,75;293860;10
293870;87,75;293870;10
293880;87,75;293880;10
293890;87,75;293890;10
293900;87,75;293900;10
293910;87,75;293910;10
293920;87,75;293920;10
293930;87,75;293930;10
293940;87,75;293940;10
293950;87,75;293950;10
293960;87,75;293960;10
293970;87,75;293970;10
293980;87,75;293980;10
293990;87,75;293990;10
294000;87,75;294000;10
294010;87,75;294010;10
294020;87,75;294020;10
294030;87,75;294030;10
294040;87,75;294040;10
294050;87,75;294050;10
294060;87,75;294060;10
294070;87,75;294070;10
294080;87,75;294080;10
294090;87,75;294090;10
294100;87,75;294100;10
294110;87,75;294110;10
294120;87,75;294120;10
294130;87,75;294130;10
294140;87,81;294140;10
294150;87,81;294150;10
294160;87,81;294160;10
294170;87,81;294170;10
294180;87,81;294180;10
294190;87,81;294190;10
294200;87,81;294200;10
294210;87,81;294210;10
294220;87,81;294220;10
294230;87,81;294230;10
294240;87,81;294240;10
294250;87,81;294250;10
294260;87,81;294260;10
294270;87,81;294270;10
294280;87,81;294280;10
294290;87,81;294290;10
294300;87,81;294300;10
294310;87,81;294310;10
294320;87,81;294320;10
294330;87,81;294330;10
294340;87,81;294340;10
294350;87,81;294350;10
294360;87,81;294360;10
294370;87,81;294370;10
294380;87,81;294380;10
294390;87,81;294390;10
294400;87,81;294400;10
294410;87,81;294410;10
294420;87,81;294420;10
294430;87,81;294430;10
294440;87,81;294440;10
294450;87,81;294450;10
294460;87,81;294460;10
294470;87,81;294470;10
294480;87,81;294480;10
294490;87,81;294490;10
294500;87,81;294500;10
294510;87,81;294510;10
294520;87,87;294520;10
294530;87,87;294530;10
294540;87,87;294540;10
294550;87,87;294550;10
294560;87,87;294560;10
294570;87,87;294570;10
294580;87,87;294580;10
294590;87,87;294590;10
294600;87,87;294600;10
294610;87,87;294610;10
294620;87,87;294620;10
294630;87,87;294630;10
294640;87,87;294640;10
294650;87,87;294650;10
294660;87,87;294660;10
294670;87,87;294670;10
294680;87,87;294680;10
294690;87,87;294690;10
294700;87,87;294700;10
294710;87,87;294710;10
294720;87,87;294720;10
294730;87,87;294730;10
294740;87,87;294740;10
294750;87,87;294750;10
294760;87,87;294760;10
294770;87,87;294770;10
294780;87,87;294780;10
294790;87,87;294790;10
294800;87,87;294800;10
294810;87,87;294810;10
294820;87,87;294820;10
294830;87,87;294830;10
294840;87,87;294840;10
294850;87,87;294850;10
294860;87,87;294860;10
294870;87,87;294870;10
294880;87,87;294880;10
294890;87,87;294890;10
294900;87,87;294900;10
294910;87,87;294910;10
294920;87,87;294920;10
294930;87,87;294930;10
294940;87,87;294940;10
294950;87,87;294950;10
294960;87,87;294960;10
294970;87,87;294970;10
294980;87,87;294980;10
294990;87,87;294990;10
295000;87,87;295000;10
295010;87,87;295010;10
295020;87,87;295020;10
295030;87,87;295030;10
295040;87,87;295040;10
295050;87,87;295050;10
295060;87,87;295060;10
295070;87,87;295070;10
295080;87,87;295080;10
295090;87,87;295090;10
295100;87,87;295100;10
295110;87,87;295110;10
295120;87,87;295120;10
295130;87,87;295130;10
295140;87,87;295140;10
295150;87,87;295150;10
295160;87,87;295160;10
295170;87,87;295170;10
295180;87,87;295180;10
295190;87,87;295190;10
295200;87,87;295200;10
295210;87,87;295210;10
295220;87,87;295220;10
295230;87,87;295230;10
295240;87,87;295240;10
295250;87,87;295250;10
295260;88;295260;10
295270;88;295270;10
295280;88;295280;10
295290;88;295290;10
295300;88;295300;10
295310;88;295310;10
295320;88;295320;10
295330;88;295330;10
295340;88;295340;10
295350;88;295350;10
295360;88;295360;10
295370;88;295370;10
295380;88;295380;10
295390;88;295390;10
295400;88;295400;10
295410;88;295410;10
295420;88;295420;10
295430;88;295430;10
295440;88;295440;10
295450;88;295450;10
295460;88;295460;10
295470;88;295470;10
295480;88;295480;10
295490;88;295490;10
295500;88;295500;10
295510;88;295510;10
295520;88;295520;10
295530;88;295530;10
295540;88;295540;10
295550;88;295550;10
295560;88;295560;10
295570;88;295570;10
295580;88;295580;10
295590;88;295590;10
295600;88;295600;10
295610;88;295610;10
295620;88;295620;10
295630;88,06;295630;10
295640;88,06;295640;10
295650;88,06;295650;10
295660;88,06;295660;10
295670;88,06;295670;10
295680;88,06;295680;10
295690;88,06;295690;10
295700;88,06;295700;10
295710;88,06;295710;10
295720;88,06;295720;10
295730;88,06;295730;10
295740;88,06;295740;10
295750;88,06;295750;10
295760;88,06;295760;10
295770;88,06;295770;10
295780;88,06;295780;10
295790;88,06;295790;10
295800;88,06;295800;10
295810;88,06;295810;10
295820;88,06;295820;10
295830;88,06;295830;10
295840;88,06;295840;10
295850;88,06;295850;10
295860;88,06;295860;10
295870;88,06;295870;10
295880;88,06;295880;10
295890;88,06;295890;10
295900;88,06;295900;10
295910;88,06;295910;10
295920;88,06;295920;10
295930;88,06;295930;10
295940;88,06;295940;10
295950;88,06;295950;10
295960;88,06;295960;10
295970;88,06;295970;10
295980;88,06;295980;10
295990;88,06;295990;10
296000;88,12;296000;10
296010;88,12;296010;10
296020;88,12;296020;10
296030;88,12;296030;10
296040;88,12;296040;10
296050;88,12;296050;10
296060;88,12;296060;10
296070;88,12;296070;10
296080;88,12;296080;10
296090;88,12;296090;10
296100;88,12;296100;10
296110;88,12;296110;10
296120;88,12;296120;10
296130;88,12;296130;10
296140;88,12;296140;10
296150;88,12;296150;10
296160;88,12;296160;10
296170;88,12;296170;10
296180;88,12;296180;10
296190;88,12;296190;10
296200;88,12;296200;10
296210;88,12;296210;10
296220;88,12;296220;10
296230;88,12;296230;10
296240;88,12;296240;10
296250;88,12;296250;10
296260;88,12;296260;10
296270;88,12;296270;10
296280;88,12;296280;10
296290;88,12;296290;10
296300;88,12;296300;10
296310;88,12;296310;10
296320;88,12;296320;10
296330;88,12;296330;10
296340;88,12;296340;10
296350;88,12;296350;10
296360;88,12;296360;10
296370;88,12;296370;10
296380;88,18;296380;10
296390;88,18;296390;10
296400;88,18;296400;10
296410;88,18;296410;10
296420;88,18;296420;10
296430;88,18;296430;10
296440;88,18;296440;10
296450;88,18;296450;10
296460;88,18;296460;10
296470;88,18;296470;10
296480;88,18;296480;10
296490;88,18;296490;10
296500;88,18;296500;10
296510;88,18;296510;10
296520;88,18;296520;10
296530;88,18;296530;10
296540;88,18;296540;10
296550;88,18;296550;10
296560;88,18;296560;10
296570;88,18;296570;10
296580;88,18;296580;10
296590;88,18;296590;10
296600;88,18;296600;10
296610;88,18;296610;10
296620;88,18;296620;10
296630;88,18;296630;10
296640;88,18;296640;10
296650;88,18;296650;10
296660;88,18;296660;10
296670;88,18;296670;10
296680;88,18;296680;10
296690;88,18;296690;10
296700;88,18;296700;10
296710;88,18;296710;10
296720;88,18;296720;10
296730;88,18;296730;10
296740;88,18;296740;10
296750;88,18;296750;10
296760;88,18;296760;10
296770;88,18;296770;10
296780;88,18;296780;10
296790;88,18;296790;10
296800;88,18;296800;10
296810;88,18;296810;10
296820;88,18;296820;10
296830;88,18;296830;10
296840;88,18;296840;10
296850;88,18;296850;10
296860;88,18;296860;10
296870;88,18;296870;10
296880;88,18;296880;10
296890;88,18;296890;10
296900;88,18;296900;10
296910;88,18;296910;10
296920;88,18;296920;10
296930;88,18;296930;10
296940;88,18;296940;10
296950;88,18;296950;10
296960;88,18;296960;10
296970;88,18;296970;10
296980;88,18;296980;10
296990;88,18;296990;10
297000;88,18;297000;10
297010;88,18;297010;10
297020;88,18;297020;10
297030;88,18;297030;10
297040;88,18;297040;10
297050;88,18;297050;10
297060;88,18;297060;10
297070;88,18;297070;10
297080;88,18;297080;10
297090;88,18;297090;10
297100;88,18;297100;10
297110;88,18;297110;10
297120;88,18;297120;10
297130;88,18;297130;10
297140;88,18;297140;10
297150;88,18;297150;10
297160;88,18;297160;10
297170;88,18;297170;10
297180;88,18;297180;10
297190;88,18;297190;10
297200;88,18;297200;10
297210;88,18;297210;10
297220;88,18;297220;10
297230;88,18;297230;10
297240;88,18;297240;10
297250;88,18;297250;10
297260;88,18;297260;10
297270;88,18;297270;10
297280;88,18;297280;10
297290;88,18;297290;10
297300;88,18;297300;10
297310;88,18;297310;10
297320;88,18;297320;10
297330;88,18;297330;10
297340;88,18;297340;10
297350;88,18;297350;10
297360;88,18;297360;10
297370;88,18;297370;10
297380;88,18;297380;10
297390;88,18;297390;10
297400;88,18;297400;10
297410;88,18;297410;10
297420;88,18;297420;10
297430;88,18;297430;10
297440;88,18;297440;10
297450;88,18;297450;10
297460;88,18;297460;10
297470;88,18;297470;10
297480;88,18;297480;10
297490;88,25;297490;10
297500;88,25;297500;10
297510;88,25;297510;10
297520;88,25;297520;10
297530;88,25;297530;10
297540;88,25;297540;10
297550;88,25;297550;10
297560;88,25;297560;10
297570;88,25;297570;10
297580;88,25;297580;10
297590;88,25;297590;10
297600;88,25;297600;10
297610;88,25;297610;10
297620;88,25;297620;10
297630;88,25;297630;10
297640;88,25;297640;10
297650;88,25;297650;10
297660;88,25;297660;10
297670;88,25;297670;10
297680;88,25;297680;10
297690;88,25;297690;10
297700;88,25;297700;10
297710;88,25;297710;10
297720;88,25;297720;10
297730;88,25;297730;10
297740;88,25;297740;10
297750;88,25;297750;10
297760;88,25;297760;10
297770;88,25;297770;10
297780;88,25;297780;10
297790;88,25;297790;10
297800;88,25;297800;10
297810;88,25;297810;10
297820;88,25;297820;10
297830;88,25;297830;10
297840;88,25;297840;10
297850;88,25;297850;10
297860;88,25;297860;10
297870;88,25;297870;10
297880;88,25;297880;10
297890;88,25;297890;10
297900;88,25;297900;10
297910;88,25;297910;10
297920;88,25;297920;10
297930;88,25;297930;10
297940;88,25;297940;10
297950;88,25;297950;10
297960;88,25;297960;10
297970;88,25;297970;10
297980;88,25;297980;10
297990;88,25;297990;10
298000;88,25;298000;10
298010;88,25;298010;10
298020;88,25;298020;10
298030;88,25;298030;10
298040;88,25;298040;10
298050;88,25;298050;10
298060;88,25;298060;10
298070;88,25;298070;10
298080;88,25;298080;10
298090;88,25;298090;10
298100;88,25;298100;10
298110;88,25;298110;10
298120;88,25;298120;10
298130;88,25;298130;10
298140;88,25;298140;10
298150;88,25;298150;10
298160;88,25;298160;10
298170;88,25;298170;10
298180;88,25;298180;10
298190;88,25;298190;10
298200;88,25;298200;10
298210;88,25;298210;10
298220;88,25;298220;10
298230;88,25;298230;10
298240;88,31;298240;10
298250;88,31;298250;10
298260;88,31;298260;10
298270;88,31;298270;10
298280;88,31;298280;10
298290;88,31;298290;10
298300;88,31;298300;10
298310;88,31;298310;10
298320;88,31;298320;10
298330;88,31;298330;10
298340;88,31;298340;10
298350;88,31;298350;10
298360;88,31;298360;10
298370;88,31;298370;10
298380;88,31;298380;10
298390;88,31;298390;10
298400;88,31;298400;10
298410;88,31;298410;10
298420;88,31;298420;10
298430;88,31;298430;10
298440;88,31;298440;10
298450;88,31;298450;10
298460;88,31;298460;10
298470;88,31;298470;10
298480;88,31;298480;10
298490;88,31;298490;10
298500;88,31;298500;10
298510;88,31;298510;10
298520;88,31;298520;10
298530;88,31;298530;10
298540;88,31;298540;10
298550;88,31;298550;10
298560;88,31;298560;10
298570;88,31;298570;10
298580;88,31;298580;10
298590;88,31;298590;10
298600;88,31;298600;10
298610;88,31;298610;10
298620;88,31;298620;10
298630;88,31;298630;10
298640;88,31;298640;10
298650;88,31;298650;10
298660;88,31;298660;10
298670;88,31;298670;10
298680;88,31;298680;10
298690;88,31;298690;10
298700;88,31;298700;10
298710;88,31;298710;10
298720;88,31;298720;10
298730;88,31;298730;10
298740;88,31;298740;10
298750;88,31;298750;10
298760;88,31;298760;10
298770;88,31;298770;10
298780;88,31;298780;10
298790;88,31;298790;10
298800;88,31;298800;10
298810;88,31;298810;10
298820;88,31;298820;10
298830;88,31;298830;10
298840;88,31;298840;10
298850;88,31;298850;10
298860;88,31;298860;10
298870;88,31;298870;10
298880;88,31;298880;10
298890;88,31;298890;10
298900;88,31;298900;10
298910;88,31;298910;10
298920;88,31;298920;10
298930;88,31;298930;10
298940;88,31;298940;10
298950;88,31;298950;10
298960;88,31;298960;10
298970;88,31;298970;10
298980;88,31;298980;10
298990;88,37;298990;10
299000;88,37;299000;10
299010;88,37;299010;10
299020;88,37;299020;10
299030;88,37;299030;10
299040;88,37;299040;10
299050;88,37;299050;10
299060;88,37;299060;10
299070;88,37;299070;10
299080;88,37;299080;10
299090;88,37;299090;10
299100;88,37;299100;10
299110;88,37;299110;10
299120;88,37;299120;10
299130;88,37;299130;10
299140;88,37;299140;10
299150;88,37;299150;10
299160;88,37;299160;10
299170;88,37;299170;10
299180;88,37;299180;10
299190;88,37;299190;10
299200;88,37;299200;10
299210;88,37;299210;10
299220;88,37;299220;10
299230;88,37;299230;10
299240;88,37;299240;10
299250;88,37;299250;10
299260;88,37;299260;10
299270;88,37;299270;10
299280;88,37;299280;10
299290;88,37;299290;10
299300;88,37;299300;10
299310;88,37;299310;10
299320;88,37;299320;10
299330;88,37;299330;10
299340;88,37;299340;10
299350;88,37;299350;10
299360;88,5;299360;10
299370;88,5;299370;10
299380;88,5;299380;10
299390;88,5;299390;10
299400;88,5;299400;10
299410;88,5;299410;10
299420;88,5;299420;10
299430;88,5;299430;10
299440;88,5;299440;10
299450;88,5;299450;10
299460;88,5;299460;10
299470;88,5;299470;10
299480;88,5;299480;10
299490;88,5;299490;10
299500;88,5;299500;10
299510;88,5;299510;10
299520;88,5;299520;10
299530;88,5;299530;10
299540;88,5;299540;10
299550;88,5;299550;10
299560;88,5;299560;10
299570;88,5;299570;10
299580;88,5;299580;10
299590;88,5;299590;10
299600;88,5;299600;10
299610;88,5;299610;10
299620;88,5;299620;10
299630;88,5;299630;10
299640;88,5;299640;10
299650;88,5;299650;10
299660;88,5;299660;10
299670;88,5;299670;10
299680;88,5;299680;10
299690;88,5;299690;10
299700;88,5;299700;10
299710;88,5;299710;10
299720;88,5;299720;10
299730;88,5;299730;10
299740;88,5;299740;10
299750;88,5;299750;10
299760;88,5;299760;10
299770;88,5;299770;10
299780;88,5;299780;10
299790;88,5;299790;10
299800;88,5;299800;10
299810;88,5;299810;10
299820;88,5;299820;10
299830;88,5;299830;10
299840;88,5;299840;10
299850;88,5;299850;10
299860;88,5;299860;10
299870;88,5;299870;10
299880;88,5;299880;10
299890;88,5;299890;10
299900;88,5;299900;10
299910;88,5;299910;10
299920;88,5;299920;10
299930;88,5;299930;10
299940;88,5;299940;10
299950;88,5;299950;10
299960;88,5;299960;10
299970;88,5;299970;10
299980;88,5;299980;10
299990;88,5;299990;10
300000;88,5;300000;10
300010;88,5;300010;10
300020;88,5;300020;10
300030;88,5;300030;10
300040;88,5;300040;10
300050;88,5;300050;10
300060;88,5;300060;10
300070;88,5;300070;10
300080;88,5;300080;10
300090;88,5;300090;10
300100;88,56;300100;10
300110;88,56;300110;10
300120;88,56;300120;10
300130;88,56;300130;10
300140;88,56;300140;10
300150;88,56;300150;10
300160;88,56;300160;10
300170;88,56;300170;10
300180;88,56;300180;10
300190;88,56;300190;10
300200;88,56;300200;10
300210;88,56;300210;10
300220;88,56;300220;10
300230;88,56;300230;10
300240;88,56;300240;10
300250;88,56;300250;10
300260;88,56;300260;10
300270;88,56;300270;10
300280;88,56;300280;10
300290;88,56;300290;10
300300;88,56;300300;10
300310;88,56;300310;10
300320;88,56;300320;10
300330;88,56;300330;10
300340;88,56;300340;10
300350;88,56;300350;10
300360;88,56;300360;10
300370;88,56;300370;10
300380;88,56;300380;10
300390;88,56;300390;10
300400;88,56;300400;10
300410;88,56;300410;10
300420;88,56;300420;10
300430;88,56;300430;10
300440;88,56;300440;10
300450;88,56;300450;10
300460;88,56;300460;10
300470;88,62;300470;10
300480;88,62;300480;10
300490;88,62;300490;10
300500;88,62;300500;10
300510;88,62;300510;10
300520;88,62;300520;10
300530;88,62;300530;10
300540;88,62;300540;10
300550;88,62;300550;10
300560;88,62;300560;10
300570;88,62;300570;10
300580;88,62;300580;10
300590;88,62;300590;10
300600;88,62;300600;10
300610;88,62;300610;10
300620;88,62;300620;10
300630;88,62;300630;10
300640;88,62;300640;10
300650;88,62;300650;10
300660;88,62;300660;10
300670;88,62;300670;10
300680;88,62;300680;10
300690;88,62;300690;10
300700;88,62;300700;10
300710;88,62;300710;10
300720;88,62;300720;10
300730;88,62;300730;10
300740;88,62;300740;10
300750;88,62;300750;10
300760;88,62;300760;10
300770;88,62;300770;10
300780;88,62;300780;10
300790;88,62;300790;10
300800;88,62;300800;10
300810;88,62;300810;10
300820;88,62;300820;10
300830;88,62;300830;10
300840;88,62;300840;10
300850;88,81;300850;10
300860;88,81;300860;10
300870;88,81;300870;10
300880;88,81;300880;10
300890;88,81;300890;10
300900;88,81;300900;10
300910;88,81;300910;10
300920;88,81;300920;10
300930;88,81;300930;10
300940;88,81;300940;10
300950;88,81;300950;10
300960;88,81;300960;10
300970;88,81;300970;10
300980;88,81;300980;10
300990;88,81;300990;10
301000;88,81;301000;10
301010;88,81;301010;10
301020;88,81;301020;10
301030;88,81;301030;10
301040;88,81;301040;10
301050;88,81;301050;10
301060;88,81;301060;10
301070;88,81;301070;10
301080;88,81;301080;10
301090;88,81;301090;10
301100;88,81;301100;10
301110;88,81;301110;10
301120;88,81;301120;10
301130;88,81;301130;10
301140;88,81;301140;10
301150;88,81;301150;10
301160;88,81;301160;10
301170;88,81;301170;10
301180;88,81;301180;10
301190;88,81;301190;10
301200;88,81;301200;10
301210;88,81;301210;10
301220;88,81;301220;10
301230;88,81;301230;10
301240;88,81;301240;10
301250;88,81;301250;10
301260;88,81;301260;10
301270;88,81;301270;10
301280;88,81;301280;10
301290;88,81;301290;10
301300;88,81;301300;10
301310;88,81;301310;10
301320;88,81;301320;10
301330;88,81;301330;10
301340;88,81;301340;10
301350;88,81;301350;10
301360;88,81;301360;10
301370;88,81;301370;10
301380;88,81;301380;10
301390;88,81;301390;10
301400;88,81;301400;10
301410;88,81;301410;10
301420;88,81;301420;10
301430;88,81;301430;10
301440;88,81;301440;10
301450;88,81;301450;10
301460;88,81;301460;10
301470;88,81;301470;10
301480;88,81;301480;10
301490;88,81;301490;10
301500;88,81;301500;10
301510;88,81;301510;10
301520;88,81;301520;10
301530;88,81;301530;10
301540;88,81;301540;10
301550;88,81;301550;10
301560;88,81;301560;10
301570;88,81;301570;10
301580;88,81;301580;10
301590;88,81;301590;10
301600;88,81;301600;10
301610;88,81;301610;10
301620;88,81;301620;10
301630;88,81;301630;10
301640;88,81;301640;10
301650;88,81;301650;10
301660;88,81;301660;10
301670;88,81;301670;10
301680;88,81;301680;10
301690;88,81;301690;10
301700;88,81;301700;10
301710;88,81;301710;10
301720;88,81;301720;10
301730;88,81;301730;10
301740;88,81;301740;10
301750;88,81;301750;10
301760;88,81;301760;10
301770;88,81;301770;10
301780;88,81;301780;10
301790;88,81;301790;10
301800;88,81;301800;10
301810;88,81;301810;10
301820;88,81;301820;10
301830;88,81;301830;10
301840;88,81;301840;10
301850;88,81;301850;10
301860;88,81;301860;10
301870;88,81;301870;10
301880;88,81;301880;10
301890;88,81;301890;10
301900;88,81;301900;10
301910;88,81;301910;10
301920;88,81;301920;10
301930;88,81;301930;10
301940;88,81;301940;10
301950;88,81;301950;10
301960;88,81;301960;10
301970;88,93;301970;10
301980;88,93;301980;10
301990;88,93;301990;10
302000;88,93;302000;10
302010;88,93;302010;10
302020;88,93;302020;10
302030;88,93;302030;10
302040;88,93;302040;10
302050;88,93;302050;10
302060;88,93;302060;10
302070;88,93;302070;10
302080;88,93;302080;10
302090;88,93;302090;10
302100;88,93;302100;10
302110;88,93;302110;10
302120;88,93;302120;10
302130;88,93;302130;10
302140;88,93;302140;10
302150;88,93;302150;10
302160;88,93;302160;10
302170;88,93;302170;10
302180;88,93;302180;10
302190;88,93;302190;10
302200;88,93;302200;10
302210;88,93;302210;10
302220;88,93;302220;10
302230;88,93;302230;10
302240;88,93;302240;10
302250;88,93;302250;10
302260;88,93;302260;10
302270;88,93;302270;10
302280;88,93;302280;10
302290;88,93;302290;10
302300;88,93;302300;10
302310;88,93;302310;10
302320;88,93;302320;10
302330;88,93;302330;10
302340;88,93;302340;10
302350;88,93;302350;10
302360;88,93;302360;10
302370;88,93;302370;10
302380;88,93;302380;10
302390;88,93;302390;10
302400;88,93;302400;10
302410;88,93;302410;10
302420;88,93;302420;10
302430;88,93;302430;10
302440;88,93;302440;10
302450;88,93;302450;10
302460;88,93;302460;10
302470;88,93;302470;10
302480;88,93;302480;10
302490;88,93;302490;10
302500;88,93;302500;10
302510;88,93;302510;10
302520;88,93;302520;10
302530;88,93;302530;10
302540;88,93;302540;10
302550;88,93;302550;10
302560;88,93;302560;10
302570;88,93;302570;10
302580;88,93;302580;10
302590;88,93;302590;10
302600;88,93;302600;10
302610;88,93;302610;10
302620;88,93;302620;10
302630;88,93;302630;10
302640;88,93;302640;10
302650;88,93;302650;10
302660;88,93;302660;10
302670;88,93;302670;10
302680;88,93;302680;10
302690;88,93;302690;10
302700;88,93;302700;10
302710;89;302710;10
302720;89;302720;10
302730;89;302730;10
302740;89;302740;10
302750;89;302750;10
302760;89;302760;10
302770;89;302770;10
302780;89;302780;10
302790;89;302790;10
302800;89;302800;10
302810;89;302810;10
302820;89;302820;10
302830;89;302830;10
302840;89;302840;10
302850;89;302850;10
302860;89;302860;10
302870;89;302870;10
302880;89;302880;10
302890;89;302890;10
302900;89;302900;10
302910;89;302910;10
302920;89;302920;10
302930;89;302930;10
302940;89;302940;10
302950;89;302950;10
302960;89;302960;10
302970;89;302970;10
302980;89;302980;10
302990;89;302990;10
303000;89;303000;10
303010;89;303010;10
303020;89;303020;10
303030;89;303030;10
303040;89;303040;10
303050;89;303050;10
303060;89;303060;10
303070;89;303070;10
303080;89;303080;10
303090;89;303090;10
303100;89;303100;10
303110;89;303110;10
303120;89;303120;10
303130;89;303130;10
303140;89;303140;10
303150;89;303150;10
303160;89;303160;10
303170;89;303170;10
303180;89;303180;10
303190;89;303190;10
303200;89;303200;10
303210;89;303210;10
303220;89;303220;10
303230;89;303230;10
303240;89;303240;10
303250;89;303250;10
303260;89;303260;10
303270;89;303270;10
303280;89;303280;10
303290;89;303290;10
303300;89;303300;10
303310;89;303310;10
303320;89;303320;10
303330;89;303330;10
303340;89;303340;10
303350;89;303350;10
303360;89;303360;10
303370;89;303370;10
303380;89;303380;10
303390;89;303390;10
303400;89;303400;10
303410;89;303410;10
303420;89;303420;10
303430;89;303430;10
303440;89;303440;10
303450;89;303450;10
303460;89;303460;10
303470;89;303470;10
303480;89;303480;10
303490;89;303490;10
303500;89;303500;10
303510;89;303510;10
303520;89;303520;10
303530;89;303530;10
303540;89;303540;10
303550;89;303550;10
303560;89;303560;10
303570;89;303570;10
303580;89;303580;10
303590;89;303590;10
303600;89;303600;10
303610;89;303610;10
303620;89;303620;10
